n_total,freq_knots,likelihood,repeat,mse,coverage,ci_width,native_mse,wall_time_s,rhat,neff
2304,8,mp,3,0.052255935067678255,0.9380555555555555,0.8716779040268121,0.5480628352057503,11.07462688900705,1.008371418149052,234.92180748114296
2304,8,mp,4,0.05028102642468218,0.9388888888888889,0.8826457723021357,0.5450010658611074,11.31505777699931,1.0050720356449987,232.49067813157825
2304,8,mp,5,0.05531498733221511,0.9372222222222222,0.868145182205652,0.5425013763046668,11.246119670002372,1.0076675896623537,206.27285730158323
2304,8,mp,6,0.07451610816540648,0.9022222222222223,0.8795608301851772,0.5643991866644996,11.500529486991582,1.0026579735819598,326.7902299570035
2304,8,mp,7,0.07923444311662252,0.8841666666666667,0.8816156630792386,0.5652503857980657,11.419525769000757,1.0015077994603852,295.1101183487765
2304,8,mp,8,0.05204160915809174,0.9444444444444444,0.8754779495955833,0.5442818542144614,11.318577805010136,1.0025254573441396,230.6690686597051
2304,8,mp,9,0.0429552649367622,0.9583333333333334,0.8769099460365424,0.532774804655566,11.393565754013252,1.0059231296696907,212.06295025713462
2304,8,mp,10,0.06166128888720108,0.9141666666666667,0.8717136873657757,0.5452700574326853,11.320482682000147,1.0062998431918375,140.3416593665481
2304,8,mp,11,0.057118772631019096,0.9313888888888889,0.8633116678406473,0.5454057861468463,11.283995510995737,1.004301708299082,224.9181060027126
2304,8,mp,12,0.05781560562960351,0.9386111111111111,0.8789102144356902,0.5514978862498398,11.572949010995217,1.0082664251618396,226.10299395875123
2304,8,mp,13,0.057112154082042885,0.9269444444444445,0.8756239556001169,0.5458313083712455,11.33057779900264,1.0079428033817586,247.8645015553045
2304,8,mp,14,0.054499941812865445,0.9333333333333333,0.8654013083653076,0.5561372030854389,11.265626321997843,1.0027438684654386,204.5008221664157
2304,8,mp,15,0.05138115975241023,0.9683333333333334,0.8877313730834832,0.5391130849058493,11.507283220998943,1.0051359749095106,279.20896698375066
2304,8,mp,16,0.056399982190831206,0.9436111111111111,0.8757957867046822,0.542656919888071,11.486123677008436,1.0043879735423846,206.31898254900833
2304,8,mp,17,0.03778910059599212,0.9663888888888889,0.8776636133550756,0.5297500037488645,11.413774872999056,1.0015804290318444,274.90670737505303
2304,8,mp,18,0.046566324742012805,0.9594444444444444,0.8835886911985866,0.5623337892890224,11.58955598200555,1.0035226810546207,274.5157263904558
2304,8,mp,19,0.06380249324043713,0.8888888888888888,0.8693714211899131,0.5523053629298306,11.397642777010333,1.0229039209823823,247.0885814663572
2304,8,mp,20,0.06375921702171244,0.9119444444444444,0.8832971261644355,0.5564366026663363,11.312719420995563,1.0045228566992286,250.63139079085266
2304,8,mp,21,0.06686152764585732,0.9152777777777777,0.870612912968302,0.5608144559239552,11.640200772992102,1.0098733164842983,210.58258498313376
