n_total,likelihood,repeat,mse,coverage,ci_width,wall_time_s,rhat,neff
576,mp,69,0.13127147813869805,0.8677083333333333,1.411968455375409,2.3377089579589665,1.0008361682499893,471.6095518734259
576,mp,70,0.15641960915843486,0.8854166666666666,1.4403607547405122,2.3601458329940215,1.003341465862575,266.832330662422
576,mp,71,0.08647911204130736,0.9520833333333333,1.4349064441497092,2.443030000082217,1.0021797770609262,464.624975542282
576,mp,72,0.14395888620667027,0.9083333333333333,1.4360558803264816,2.282027165987529,1.0194645869483456,204.18482423560158
576,mp,73,0.19335476710751587,0.8083333333333333,1.4079982409095468,2.4033270420040935,1.0014175615552428,398.5466829577566
576,mp,74,0.14697448179908615,0.8979166666666667,1.457481085139933,2.610024541965686,1.0005293354589395,325.03164845156346
576,mp,75,0.19621004165548336,0.8479166666666667,1.3950408110281718,2.389209375018254,1.0033324801082764,432.43403609201755
576,mp,76,0.13384271221651492,0.8927083333333333,1.4454212979772407,2.468744333018549,1.0035685720119962,398.08430998250725
576,mp,77,0.1871225412972479,0.8822916666666667,1.423801000678164,2.3474474999820814,1.010573064066061,212.8047417377571
576,mp,78,0.1309220756170565,0.925,1.4385510093613243,2.4758154589217156,0.9994008170147862,523.0884198455165
576,mp,79,0.11800648684578398,0.9020833333333333,1.4298805409534971,2.2676747500663623,1.0010891385939598,497.95019110699104
576,mp,80,0.09748115395636603,0.9239583333333333,1.4147958471536044,2.3261840828927234,1.0011936246779778,514.8914963400008
576,mp,81,0.18694434170139743,0.8604166666666667,1.4446946789843145,2.8116256250068545,0.9996863591650496,468.0829203330661
576,mp,82,0.1382924143967668,0.8760416666666667,1.4022385845029486,2.362875333055854,1.002235588196725,365.13530600483904
576,mp,83,0.12462353769680398,0.903125,1.4057976048905776,2.285692499950528,1.0018409822157652,447.03208258904124
576,mp,84,0.13069609121774836,0.8875,1.413742554340123,2.3052204169798642,1.0053311468312511,555.7341877006174
576,mp,85,0.14410563123093256,0.9052083333333333,1.4270427534805843,2.268240041914396,1.0039210274333987,376.69074097659444
576,mp,86,0.15427432156524143,0.8864583333333333,1.4027765895627422,2.203067749971524,0.9998046565372816,546.6229010653424
576,mp,87,0.11986248554314737,0.8739583333333333,1.4160134324932736,2.392086749896407,1.0059009677122812,404.45617985917096
576,mp,88,0.1332947333927609,0.8979166666666667,1.439243214444086,2.333055416936986,1.0041788482061977,368.9858231960459
576,mp,89,0.1587699094266494,0.8739583333333333,1.4095690836091586,2.687797332997434,1.005595195008114,423.28395148245147
576,mp,90,0.11456722474981326,0.9052083333333333,1.4266524481309497,2.2760212500579655,1.0002564710014112,638.3381456646783
576,mp,91,0.0649706117061044,0.9635416666666666,1.4242166041619773,2.2649417920038104,1.0106313642156781,353.72759898068654
576,mp,92,0.14273977246456385,0.8583333333333333,1.382478012154339,2.3275151250418276,1.0076125823453936,473.8076958378526
576,mp,93,0.17270957185532748,0.8541666666666666,1.4360547152553598,2.3054036250105128,1.0035718399856413,408.49843170027015
576,mp,94,0.12635477762750616,0.8885416666666667,1.4290876312368626,2.530543875065632,1.0021034639081425,452.360922857749
576,mp,95,0.18486332898865251,0.8708333333333333,1.4422393348336697,2.410379417007789,1.016505185078262,255.2718983294411
576,mp,96,0.10617446263757052,0.9052083333333333,1.4200063408273604,2.403381292009726,1.0014700709774589,306.08391679818936
576,mp,97,0.12538584796441202,0.9072916666666667,1.4486963639660313,2.3878318339120597,1.0022193913849053,266.93744745543194
576,mp,98,0.14025810371236994,0.8916666666666667,1.4468252242216475,2.790316917002201,1.0118117750876052,457.80985028678265
576,mp,99,0.16073012917029025,0.8708333333333333,1.4111688434592262,2.3318345840089023,1.0000930903060001,397.096680146426
1152,wdm,0,0.11756944004507283,0.9215500945179584,1.3773746536829659,4.700725333066657,1.0092541432493134,341.465440983389
1152,wdm,1,0.1178923997730848,0.9224952741020794,1.300203244404116,3.146389166940935,1.0059750917099555,295.9813029244924
1152,wdm,2,0.10202289201998699,0.9347826086956522,1.3484376381781797,2.9465379590401426,1.0116029547690915,219.06205261098086
1152,wdm,3,0.08858359872371671,0.9328922495274102,1.3610375808988238,2.9549154579872265,1.0179975922181979,203.99916728884418
1152,wdm,4,0.10033905398212874,0.8979206049149339,1.295556457420584,3.0880105840042233,1.0052803653332831,296.32295631771154
1152,wdm,5,0.08355609474286432,0.9555765595463138,1.3186847124886827,2.9410196660319343,1.0065551273231943,179.83404860815435
1152,wdm,6,0.11198059256995355,0.943289224952741,1.3623295223311054,2.971225916990079,1.0012918622746867,314.58134419870737
1152,wdm,7,0.14923170136246047,0.8960302457466919,1.3499350331940274,3.4713031660066918,1.005511638078896,253.13664948741982
1152,wdm,8,0.0967920067247565,0.9584120982986768,1.3370118106500084,2.8009354170644656,1.0061599028323696,319.2474536777381
1152,wdm,9,0.1079729085495736,0.9385633270321361,1.3236254691021077,2.8768173329299316,1.0264238962760892,220.44413649389165
1152,wdm,10,0.09406730971835757,0.9347826086956522,1.2879533003690835,2.8043189171003178,1.004886444582491,333.75293893640145
1152,wdm,11,0.09607124625395946,0.9499054820415879,1.335408197510866,2.799072833964601,1.0169055221468781,208.4216339697236
1152,wdm,12,0.11530660975437576,0.8903591682419659,1.3405660743048946,2.8562698339810595,1.0006823880032962,290.96186754269314
1152,wdm,13,0.08297504846996372,0.9480151228733459,1.293726684255141,2.9169009999604896,1.0007041019459193,375.21293823711204
1152,wdm,14,0.0990930345065733,0.9158790170132325,1.2859279100805492,2.75590095797088,1.0019855959598936,283.6229521466677
1152,wdm,15,0.09686664444047542,0.9177693761814745,1.3259453533865104,2.8417112920433283,1.002691254281119,242.54462097031717
1152,wdm,16,0.12466345322414785,0.9064272211720227,1.3463728575729892,2.811436583986506,1.006995846437824,227.10459228155733
1152,wdm,17,0.09051096188360284,0.9215500945179584,1.2968067675795447,2.789937917026691,1.0036637314409187,389.1195317079111
1152,wdm,18,0.07052004864253647,0.9555765595463138,1.341068687763822,2.8461993330856785,1.025515260697471,235.01420495130364
1152,wdm,19,0.10627395687541903,0.9168241965973535,1.312467493855698,2.8251415829872712,1.0019836831634545,377.32076802460887
1152,wdm,20,0.1345783061876999,0.8922495274102079,1.3638635441859177,2.91084354207851,1.0021052306840657,166.87059579741373
1152,wdm,21,0.11349376350339926,0.9149338374291115,1.2914816343432016,3.0898923330241814,1.0120478781926292,235.03869245354377
1152,wdm,22,0.13491176124894325,0.9083175803402647,1.3538733410952168,3.062052416964434,1.0196010389321277,248.21316624882655
1152,wdm,23,0.10366624972982186,0.9310018903591682,1.3856112056260803,2.968559750006534,1.0021259099470825,313.31224807125943
1152,wdm,24,0.06342801710457405,0.9621928166351607,1.3059040615683857,2.9001066660275683,1.0123612242994393,297.43411356059124
1152,wdm,25,0.1031484109227704,0.9243856332703214,1.3269059212419585,2.916986458003521,1.0008336375008993,344.74021755049887
1152,wdm,26,0.07610173728126707,0.9603024574669187,1.3197947629865148,3.1494274999713525,1.0070854689355764,271.3776132697602
1152,wdm,27,0.0796684730610028,0.944234404536862,1.2685043907998328,2.858727833023295,1.0019888398358237,325.5256096292044
1152,wdm,28,0.11579220434779457,0.9187145557655955,1.3383278831741827,3.383842624956742,1.0184646162188218,192.41637097990198
1152,wdm,29,0.13115684209325823,0.9007561436672968,1.3756047207688553,2.950106833013706,1.005050988196944,365.09969983033386
1152,wdm,30,0.123747543157226,0.889413988657845,1.3141306764787426,2.7958635420072824,1.0176697389604525,168.04697591926345
1152,wdm,31,0.10771686073803904,0.9206049149338374,1.333898967027081,2.9474048749543726,1.0023923396873766,268.31997116315904
